time,open,high,low,close,tick_volume,spread,real_volume
2020-12-02 23:00:00,1828.31,1831.72,1828.06,1830.48,2172,5,0
2020-12-03 01:00:00,1830.2,1831.85,1829.16,1830.75,3100,5,0
2020-12-03 02:00:00,1830.75,1830.86,1827.78,1828.64,6253,5,0
2020-12-03 03:00:00,1828.66,1830.99,1826.13,1826.51,9982,5,0
2020-12-03 04:00:00,1826.51,1829.96,1826.44,1829.38,5888,5,0
2020-12-03 05:00:00,1829.38,1837.33,1829.17,1835.33,9645,5,0
2020-12-03 06:00:00,1835.33,1836.4,1832.79,1835.92,3946,5,0
2020-12-03 07:00:00,1835.92,1836.05,1832.69,1834.37,5357,5,0
2020-12-03 08:00:00,1834.37,1835.76,1830.63,1833.14,10894,5,0
2020-12-03 09:00:00,1833.14,1842.78,1833.03,1842.43,12715,5,0
2020-12-03 10:00:00,1842.43,1843.5,1837.62,1840.71,9880,5,0
2020-12-03 11:00:00,1840.71,1841.69,1834.84,1837.81,8734,5,0
2020-12-03 12:00:00,1837.81,1840.31,1834.77,1839.24,8272,5,0
2020-12-03 13:00:00,1839.24,1842.62,1837.82,1842.57,8827,5,0
2020-12-03 14:00:00,1842.57,1843.95,1839.81,1841.33,9945,5,0
2020-12-03 15:00:00,1841.33,1841.98,1834.82,1836.2,24460,5,0
2020-12-03 16:00:00,1836.2,1843.33,1830.48,1831.59,31973,5,0
2020-12-03 17:00:00,1831.59,1837.48,1829.43,1831.08,26559,5,0
2020-12-03 18:00:00,1831.08,1834.48,1823.73,1834.34,19988,5,0
2020-12-03 19:00:00,1834.34,1838.3,1832.6,1837.93,17135,5,0
2020-12-03 20:00:00,1837.93,1839.01,1835.38,1837.56,11696,5,0
2020-12-03 21:00:00,1837.56,1840.55,1837.53,1840.3,11228,5,0
2020-12-03 22:00:00,1840.3,1842.22,1838.8,1842.22,11107,5,0
2020-12-03 23:00:00,1842.22,1842.3,1840.2,1840.89,1315,5,0
2020-12-04 01:00:00,1840.0,1841.81,1839.62,1839.81,2291,5,0
2020-12-04 02:00:00,1839.81,1842.7,1839.32,1841.29,4103,5,0
2020-12-04 03:00:00,1841.24,1841.54,1837.94,1839.3,8009,5,0
2020-12-04 04:00:00,1839.3,1844.51,1837.97,1844.45,8767,5,0
2020-12-04 05:00:00,1844.45,1844.82,1841.91,1842.54,5255,5,0
2020-12-04 06:00:00,1842.54,1843.0,1840.32,1840.73,2418,5,0
2020-12-04 07:00:00,1840.73,1841.5,1838.51,1838.53,8175,5,0
2020-12-04 08:00:00,1838.53,1843.78,1837.88,1843.63,8331,5,0
2020-12-04 09:00:00,1843.63,1844.24,1839.51,1839.91,8200,5,0
2020-12-04 10:00:00,1839.91,1843.28,1837.79,1840.62,13036,5,0
2020-12-04 11:00:00,1840.62,1843.7,1839.58,1842.22,10508,5,0
2020-12-04 12:00:00,1842.21,1844.35,1838.72,1839.78,10511,5,0
2020-12-04 13:00:00,1839.78,1842.99,1838.49,1841.46,7505,5,0
2020-12-04 14:00:00,1841.46,1842.82,1840.77,1841.51,7616,5,0
2020-12-04 15:00:00,1841.51,1847.85,1833.15,1837.75,49283,5,0
2020-12-04 16:00:00,1837.75,1848.21,1837.73,1842.86,50284,5,0
2020-12-04 17:00:00,1842.86,1843.23,1829.16,1832.07,37541,5,0
2020-12-04 18:00:00,1832.07,1834.21,1830.59,1833.26,22818,5,0
2020-12-04 19:00:00,1833.26,1835.72,1832.49,1834.16,15769,5,0
2020-12-04 20:00:00,1834.16,1836.67,1833.72,1835.54,11101,5,0
